Symbol,Name Company,cafef_exchange,vietstock_exchange,nganh
VE4,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO4,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VE8,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO 8,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VE9,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG VNECO 9,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VEA,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT THIẾT BỊ, MÁY MÓC/ SẢN XUẤT THIẾT BỊ NÔNG NGHIỆP, XÂY DỰNG VÀ KHAI KHOÁNG"
VEC,TỔNG CÔNG TY CỔ PHẦN ĐIỆN TỬ VÀ TIN HỌC VIỆT NAM,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ, DỤNG CỤ ĐIỆN/ SẢN XUẤT CÁC THIẾT BỊ ĐIỆN VÀ DỤNG CỤ KHÁC"
VED,CÔNG TY CỔ PHẦN PHÁT TRIỂN THỂ THAO ĐIỆN TỬ VIỆT NAM,OTC,,0
VEE,CÔNG TY CỔ PHẦN THIẾT BỊ ĐIỆN CẨM PHẢ,UPCOM,OTC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT THIẾT BỊ, MÁY MÓC/ SẢN XUẤT ĐỘNG CƠ, TUA BIN VÀ THIẾT BỊ TRUYỀN TẢI ĐIỆN"
VEF,CÔNG TY CỔ PHẦN TRUNG TÂM HỘI CHỢ TRIỂN LÃM VIỆT NAM,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ HÀNH CHÍNH VÀ HỖ TRỢ/ DỊCH VỤ HỖ TRỢ CƠ SỞ VẬT CHẤT, THIẾT BỊ"
VEG,"TỔNG CÔNG TY RAU QUẢ, NÔNG SẢN - CÔNG TY CỔ PHẦN",,,0
VES,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG ĐIỆN MÊCA VNECO,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ BẤT ĐỘNG SẢN / CHO THUÊ BẤT ĐỘNG SẢN
VET,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG NAVETCO,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
VFC,CÔNG TY CỔ PHẦN VINAFCO,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ CÁC HOẠT ĐỘNG HỖ TRỢ VẬN TẢI KHÁC
VFG,CÔNG TY CỔ PHẦN KHỬ TRÙNG VIỆT NAM,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN HÓA CHẤT VÀ CÁC SẢN PHẨM LIÊN QUAN
VFR,CÔNG TY CỔ PHẦN VẬN TẢI VÀ THUÊ TÀU,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ SẮP XẾP VẬN TẢI HÀNG HÓA
VGC,TỔNG CÔNG TY VIGLACERA – CTCP,HSX,HOSE,"NGÀNH: BÁN LẺ/ KINH DOANH VẬT LIỆU XÂY DỰNG, TRANG THIẾT BỊ LÀM VƯỜN/ KINH DOANH VẬT LIỆU XÂY DỰNG VÀ VẬT TƯ LIÊN QUAN"
VGG,TỔNG CÔNG TY CỔ PHẦN MAY VIỆT TIẾN,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM MAY MẶC/ SẢN XUẤT PHỤ KIỆN VÀ CÁC SẢN PHẨM MAY MẶC KHÁC
VGI,TỔNG CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ VIETTEL,UPCOM,UPCOM,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ VIỄN THÔNG/ VIỄN THÔNG KHÔNG DÂY (NGOẠI TRỪ VỆ TINH)
VGL,CÔNG TY CỔ PHẦN MẠ KẼM CÔNG NGHIỆP VINGAL-VNSTEEL,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẮT, THÉP VÀ HỢP KIM FERO"
VGP,CTCP CẢNG RAU QUẢ,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
VGR,CÔNG TY CỔ PHẦN CẢNG XANH VIP,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ SẮP XẾP VẬN TẢI HÀNG HÓA
VGS,CÔNG TY CỔ PHẦN ỐNG THÉP VIỆT ĐỨC VG PIPE,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẢN PHẨM THÉP TỪ NGUYÊN LIỆU THU MUA
VGT,TẬP ĐOÀN DỆT MAY VIỆT NAM,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM MAY MẶC/ SẢN XUẤT PHỤ KIỆN VÀ CÁC SẢN PHẨM MAY MẶC KHÁC
VGV,TỔNG CÔNG TY TƯ VẤN XÂY DỰNG VIỆT NAM – CTCP,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
VHC,CÔNG TY CỔ PHẦN VĨNH HOÀN,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SƠ CHẾ VÀ ĐÓNG GÓI THỦY SẢN
VHD,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ VINAHUD,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VHE,CÔNG TY CỔ PHẦN DƯỢC LIỆU VÀ THỰC PHẨM VIỆT NAM,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT CÁC LOẠI THỰC PHẨM KHÁC
VHF,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ CHẾ BIẾN LƯƠNG THỰC VĨNH HÀ,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT CÁC LOẠI THỰC PHẨM KHÁC
VHG,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT TRUNG NAM,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT NHỰA, CAO SU TỔNG HỢP, SỢI TỔNG HỢP NHÂN TẠO"
VHH,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH NHÀ THÀNH ĐẠT,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT XI MĂNG VÀ CÁC SẢN PHẨM BÊ TÔNG
VHI,CÔNG TY CỔ PHẦN KINH DOANH VÀ ĐẦU TƯ VIỆT HÀ,UPCOM,OTC,"NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN BIA, RƯỢU, THỨC UỐNG CÓ CỒN"
VHL,CÔNG TY CỔ PHẦN VIGLACERA HẠ LONG,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT CÁC SẢN PHẨM TỪ ĐẤT SÉT VÀ VẬT LIỆU CHỊU NHIỆT
VHM,CÔNG TY CỔ PHẦN VINHOMES,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VHW,CTCP NƯỚC KHOÁNG VĨNH HẢO,OTC,,0
VIA,CÔNG TY CỔ PHẦN VIAN,UPCOM,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT CÁC LOẠI THỰC PHẨM KHÁC
VIC,TẬP ĐOÀN VINGROUP – CÔNG TY CP,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VID,CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI VIỄN ĐÔNG,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN GIẤY VÀ CÁC SẢN PHẨM TỪ GIẤY
VIE,CÔNG TY CỔ PHẦN CÔNG NGHỆ VIỄN THÔNG VI TE CO,HNX,HNX,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ VIỄN THÔNG/ CÁC LOẠI HÌNH VIỄN THÔNG KHÁC
VIF,TỔNG CÔNG TY LÂM NGHIỆP VIỆT NAM - CÔNG TY CỔ PHẦN,HNX,HNX,NGÀNH: SẢN XUẤT NÔNG NGHIỆP/ TRỒNG RỪNG VÀ KHAI THÁC GỖ/ TRỒNG RỪNG LẤY GỖ
VIH,CÔNG TY CỔ PHẦN VIGLACERA HÀ NỘI,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT CÁC SẢN PHẨM TỪ ĐẤT SÉT VÀ VẬT LIỆU CHỊU NHIỆT
VIM,CÔNG TY CỔ PHẦN KHOÁNG SẢN VIGLACERA,UPCOM,UPCOM,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC ĐÁ VÀ KHOÁNG SẢN PHI KIM
VIN,CÔNG TY CỔ PHẦN GIAO NHẬN KHO VẬN NGOẠI THƯƠNG VIỆT NAM,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ CÁC HOẠT ĐỘNG HỖ TRỢ VẬN TẢI KHÁC
VIP,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU VIPCO,HSX,HOSE,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG THỦY NỘI ĐỊA
VIR,CTCP DU LỊCH QUỐC TẾ VŨNG TÀU,UPCOM,UPCOM,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
VIS,CÔNG TY CỔ PHẦN THÉP VIỆT Ý,HSX,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẢN PHẨM THÉP TỪ NGUYÊN LIỆU THU MUA
VIT,CÔNG TY CỔ PHẦN VIGLACERA TIÊN SƠN,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT CÁC SẢN PHẨM TỪ ĐẤT SÉT VÀ VẬT LIỆU CHỊU NHIỆT
VIW,TỔNG CÔNG TY ĐẦU TƯ NƯỚC VÀ MÔI TRƯỜNG VIỆT NAM - CTCP,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VJC,CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,HSX,HOSE,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI HÀNG KHÔNG/ VẬN TẢI HÀNG KHÔNG ĐÃ ĐƯỢC XẾP LỊCH
VKC,CÔNG TY CỔ PHẦN VKC HOLDINGS,HNX,HNX,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN XE CƠ GIỚI VÀ PHỤ TÙNG XE CƠ GIỚI
VKD,CÔNG TY CỔ PHẦN NƯỚC KHOÁNG KHÁNH HÒA,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT ĐỒ UỐNG VÀ THUỐC LÁ/ SẢN XUẤT ĐỒ UỐNG 
VKP,CÔNG TY CỔ PHẦN NHỰA TÂN HOÁ,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
VLA,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ VĂN LANG,HNX,HNX,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ THIẾT KẾ HỆ THỐNG MÁY TÍNH VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ LẬP TRÌNH MÁY TÍNH"
VLB,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ SẢN XUẤT VẬT LIỆU XÂY DỰNG BIÊN HÒA,UPCOM,UPCOM,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC ĐÁ VÀ KHOÁNG SẢN PHI KIM
VLC,TỔNG CÔNG TY CHĂN NUÔI VIỆT NAM - CTCP,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT SẢN PHẨM SỮA
VLD,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN VIETTRONICS,OTC,OTC,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VLF,CTCP LƯƠNG THỰC THỰC PHẨM VĨNH LONG,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ XAY SÁT CÁC LOẠI HẠT VÀ HẠT CÓ DẦU
VLG,CÔNG TY CỔ PHẦN VIMC LOGISTICS,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ CÁC HOẠT ĐỘNG HỖ TRỢ VẬN TẢI KHÁC
VLP,CÔNG TY CỔ PHẦN CÔNG TRÌNH CÔNG CỘNG VĨNH LONG,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ QUẢN LÝ VÀ TÁI CHẾ CHẤT THẢI/ THU GOM CHẤT THẢI"
VLW,CÔNG TY CỔ PHẦN CẤP NƯỚC VĨNH LONG,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
VMA,CÔNG TY CỔ PHẦN CÔNG NGHIỆP Ô TÔ - VINACOMIN,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT PHƯƠNG TIỆN VẬN TẢI/ SẢN XUẤT XE CƠ GIỚI
VMC,CÔNG TY CỔ PHẦN VIMECO,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ NHÀ THẦU CHUYÊN MÔN/ NHÀ THẦU VỀ NỀN MÓNG, CẤU TRÚC VÀ BỀ MẶT NGOÀI"
VMD,CTCP Y DƯỢC PHẨM VIMEDIMEX,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DƯỢC PHẨM VÀ TẠP HÓA DƯỢC
VMG,CTCP THƯƠNG MẠI VÀ DỊCH VỤ DẦU KHÍ VŨNG TÀU,UPCOM,UPCOM,NGÀNH: TIỆN ÍCH/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN/ PHÂN PHỐI KHÍ ĐỐT THIÊN NHIÊN
VMI,CÔNG TY CỔ PHẦN KHOÁNG SẢN VÀ ĐẦU TƯ VISACO,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
VMS,CÔNG TY CỔ PHẦN PHÁT TRIỂN HÀNG HẢI,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ CÁC HOẠT ĐỘNG HỖ TRỢ VẬN TẢI KHÁC
VMT,CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI MIỀN TRUNG.,,,0
VNA,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VINASHIP,UPCOM,UPCOM,"NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG BIỂN, VEN BIỂN, HỒ LỚN"
VNB,CÔNG TY CỔ PHẦN SÁCH VIỆT NAM,UPCOM,UPCOM,"NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ CÔNG NGHIỆP XUẤT BẢN - NGOẠI TRỪ INTERNET/ ĐƠN VỊ XUẤT BẢN BÁO, ẤN PHẨM, SÁCH VÀ DANH MỤC"
VNC,CÔNG TY CỔ PHẦN TẬP ĐOÀN VINACONTROL,HNX,HNX,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ CÁC DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ KỸ THUẬT KHÁC/ CÁC DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ KỸ THUẬT KHÁC"
VNE,TỔNG CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VIỆT NAM,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VNF,CÔNG TY CỔ PHẦN VINAFREIGHT,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ SẮP XẾP VẬN TẢI HÀNG HÓA
VNG,CÔNG TY CỔ PHẦN DU LỊCH THÀNH THÀNH CÔNG,HSX,HOSE,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
VNH,CTCP ĐẦU TƯ VIỆT VIỆT NHẬT,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SƠ CHẾ VÀ ĐÓNG GÓI THỦY SẢN
VNI,CÔNG TY CP ĐẦU TƯ BẤT ĐỘNG SẢN VIỆT NAM,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ BẤT ĐỘNG SẢN / CÁC HOẠT ĐỘNG LIÊN QUAN ĐẾN BẤT ĐỘNG SẢN
VNL,CÔNG TY CỔ PHẦN LOGISTICS VINALINK,HSX,HOSE,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ SẮP XẾP VẬN TẢI HÀNG HÓA
VNM,CÔNG TY CỔ PHẦN SỮA VIỆT NAM,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT SẢN PHẨM SỮA
VNN,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI VNN,UPCOM,OTC,"NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN MÁY MÓC, THIẾT BỊ VÀ VẬT TƯ"
VNP,CÔNG TY CỔ PHẦN NHỰA VIỆT NAM,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
VNS,CÔNG TY CỔ PHẦN ÁNH DƯƠNG VIỆT NAM,HSX,HOSE,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI TRUNG CHUYỂN VÀ VẬN TẢI HÀNH KHÁCH BẰNG ĐƯỜNG BỘ/ DỊCH VỤ TAXI
VNT,CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI NGOẠI THƯƠNG,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ SẮP XẾP VẬN TẢI HÀNG HÓA
VNX,CÔNG TY CỔ PHẦN QUẢNG CÁO VÀ HỘI CHỢ THƯƠNG MẠI VINEXAD,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ QUẢNG CÁO, QUAN HỆ CÔNG CHÚNG VÀ DỊCH VỤ LIÊN QUAN/ ĐẠI LÝ QUẢNG CÁO"
VNY,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG I,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
VOC,TỔNG CÔNG TY CÔNG NGHIỆP DẦU THỰC VẬT VIỆT NAM – CTCP,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ XAY SÁT CÁC LOẠI HẠT VÀ HẠT CÓ DẦU
VOS,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VIỆT NAM,HSX,HOSE,"NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG BIỂN, VEN BIỂN, HỒ LỚN"
VPA,CÔNG TY CỔ PHẦN VẬN TẢI HÓA DẦU VP,UPCOM,UPCOM,"NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG BIỂN, VEN BIỂN, HỒ LỚN"
VPC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG VIỆT NAM,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VPD,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐIỆN LỰC VIỆT NAM,HSX,HOSE,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ TRUYỀN TẢI, KIỂM SOÁT VÀ PHÂN PHỐI ĐIỆN "
VPG,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI XUẤT NHẬP KHẨU VIỆT PHÁT,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN KIM LOẠI VÀ KHOÁNG SẢN (TRỪ DẦU KHÍ)
VPH,CÔNG TY CỔ PHẦN VẠN PHÁT HƯNG,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VPI,CÔNG TY CỔ PHẦN ĐẦU TƯ VĂN PHÚ - INVEST,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VPK,CÔNG TY CỔ PHẦN BAO BÌ DẦU THỰC VẬT,UPCOM,KHÁC,NGÀNH: SẢN XUẤT/ SẢN XUẤT GIẤY/ SẢN XUẤT CÁC SẢN PHẨM TỪ GIẤY
VPL,CÔNG TY CỔ PHẦN VINPEARL,HSX,OTC,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
VPR,CÔNG TY CỔ PHẦN VINAPRINT,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ IN ẤN VÀ CÁC HOẠT ĐỘNG HỖ TRỢ/ IN ẤN
VPS,CÔNG TY CỔ PHẦN THUỐC SÁT TRÙNG VIỆT NAM,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
VPW,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC SỐ 1 VĨNH PHÚC,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
VQC,CÔNG TY CỔ PHẦN GIÁM ĐỊNH VINACOMIN,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ DỊCH VỤ NGHIÊN CỨU VÀ PHÁT TRIỂN KHOA HỌC/ NGHIÊN CỨU VÀ PHÁT TRIỂN VẬT LÝ, KỸ THUẬT VÀ KHOA HỌC ĐỜI SỐNG"
